CD_UF,NM_UF,SG_UF,CD_MUNIC,NM_MUNIC,IDCQ0001,OCORRENCIA,CD_LQ,PREFIXO,NM_CQ,CD_AGLOM,NM_AGLOM,CD_TQ,NM_TQ,P_FCP,lat,long,,,,,,,,,,
21,MARANHÃO,MA,2101301,Bacuri,4029,1,2101301040291,COMUNIDADE QUILOMBOLA,MENDES,,,,,,-1.72649741665,-45.1349613196,,,,,,,,,,
21,MARANHÃO,MA,2109809,Santa Helena,4030,1,2109809040301,COMUNIDADE QUILOMBOLA,MENDES,52,COMUNIDADE QUILOMBOLA MENDES,,,,-2.39651731941,-45.4563858061,,,,,,,,,,
31,MINAS GERAIS,MG,3125903,Ferros,4031,1,3125903040311,COMUNIDADE QUILOMBOLA,MENDONÇA,,,,,01420.101989/2018-27,-19.2745137775,-43.0152487157,,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,4032,1,1502103040321,COMUNIDADE QUILOMBOLA,MENINO DEUS,,,,,,-2.25250180554,-49.5099962222,,,,,,,,,,
15,PARÁ,PA,1504604,Mocajuba,4033,1,1504604040331,COMUNIDADE QUILOMBOLA,MENINO JESUS,,,307,TOMAZIA, TACHIZAL, ITAPOCU, MOLA, BONFIM, FRADE,,-2.5016256111,-49.582509736,,,,,
15,PARÁ,PA,1502806,Curralinho,4034,1,1502806040341,COMUNIDADE QUILOMBOLA,MENINO JESUS,,,,,,-1.60003795832,-50.2079593332,,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,4035,1,1502103040351,COMUNIDADE QUILOMBOLA,MENINO JESUS,,,,,,-2.27835461109,-49.5234974298,,,,,,,,,,
15,PARÁ,PA,1507607,São Miguel do Guamá,4036,1,1507607040361,COMUNIDADE QUILOMBOLA,MENINO JESUS,4,COMUNIDADE QUILOMBOLA MENINO JESUS,8,MENINO JESUS,01420.003754/2012-85,-1.51486054165,-47.3603360137,,,,,,,,,,
15,PARÁ,PA,1500206,Acará,4037,1,1500206040371,COMUNIDADE QUILOMBOLA,MENINO JESUS DE ACARÁ,109,COMUNIDADE QUILOMBOLA MENINO JESUS DE ACARÁ,,,01420.001214/2006-19,-1.50348482534522,-48.301538505,,,,,,,,,,
15,PARÁ,PA,1500206,Acará,4037,2,1500206040372,COMUNIDADE QUILOMBOLA,MENINO JESUS DE ACARÁ,,,,,01420.001214/2006-19,-1.48672851388,-48.3030675415,,,,,,,,,,
21,MARANHÃO,MA,2104909,Guimarães,4038,1,2104909040381,COMUNIDADE QUILOMBOLA,MENINO JESUS DE GUAJERUTIUA,,,,,,-2.08129998607,-44.5598741673,,,,,,,,,,
15,PARÁ,PA,1503408,Inhangapi,4039,1,1503408040391,COMUNIDADE QUILOMBOLA,MENINO JESUS DE PETIMANDEUA,7,COMUNIDADE QUILOMBOLA MENINO JESUS DE PETIMANDEUA,,,01420.014934/2014-54,-1.35763938887,-47.8624496524,,,,,,,,,,
15,PARÁ,PA,1503309,Igarapé-Miri,4040,1,1503309040401,COMUNIDADE QUILOMBOLA,MENINO JESUS DO RIO CAJI,,,,,,-2.11474481943,-49.2012843055,,,,,,,,,,
15,PARÁ,PA,1503309,Igarapé-Miri,4040,2,1503309040402,COMUNIDADE QUILOMBOLA,MENINO JESUS DO RIO CAJI,,,,,,-2.12166868054,-49.2096186948,,,,,,,,,,
15,PARÁ,PA,1503309,Igarapé-Miri,4041,1,1503309040411,COMUNIDADE QUILOMBOLA,MENINO JESUS II,,,,,,-2.16817443054,-49.1880830278,,,,,,,,,,
26,PERNAMBUCO,PE,2600500,Águas Belas,4042,1,2600500040421,COMUNIDADE QUILOMBOLA,MENINOS DE FORA,,,,,,-9.23630895827,-37.0523565964,,,,,,,,,,
29,BAHIA,BA,2931053,Tanque Novo,4043,1,2931053040431,COMUNIDADE QUILOMBOLA,MERCÊS,,,,,,-13.6327277776,-42.3712398524,,,,,,,,,,
26,PERNAMBUCO,PE,2607208,Ipojuca,4044,1,2607208040441,COMUNIDADE QUILOMBOLA,MERCÊS 2,51,COMUNIDADE QUILOMBOLA MERCÊS 2,,,,-8.38913685,-35.0063540562547,,,,,,,,,,
53,DISTRITO FEDERAL,DF,5300108,Brasília,4045,1,5300108040451,COMUNIDADE QUILOMBOLA,MESQUITA,,,128,MESQUITA,,-16.0401434809059,-47.8673750837155,,,,,,,,,,
52,GOIÁS,GO,5205497,Cidade Ocidental,4046,1,5205497040461,COMUNIDADE QUILOMBOLA,MESQUITA,2,COMUNIDADE QUILOMBOLA MESQUITA,128,MESQUITA,01420.000359/1998-40,-16.0877802218,-47.8775117987,,,,,,,,,,
31,MINAS GERAIS,MG,3156809,Sabinópolis,4047,1,3156809040471,COMUNIDADE QUILOMBOLA,MESTRE,29,COMUNIDADE QUILOMBOLA MESTRE,,,01420.000543/2010-29,-18.7567488609,-43.2197779935,,,,,,,,,,
31,MINAS GERAIS,MG,3161106,São Francisco,4048,1,3161106040481,COMUNIDADE QUILOMBOLA,MESTRE MINERVINO,23,COMUNIDADE QUILOMBOLA MESTRE MINERVINO,,,,-15.9017700276,-44.6807589084,,,,,,,,,,
29,BAHIA,BA,2931202,Taperoá,4049,1,2931202040491,COMUNIDADE QUILOMBOLA,MIGUEL CHICO,2,COMUNIDADE QUILOMBOLA MIGUEL CHICO,,,01420.001393/2007-75,-13.6263271375,-39.2837179898001,,,,,,,,,,
29,BAHIA,BA,2931202,Taperoá,4049,2,2931202040492,COMUNIDADE QUILOMBOLA,MIGUEL CHICO,,,,,01420.001393/2007-75,-13.6346174443,-39.2860891137,,,,,,,,,,
29,BAHIA,BA,2900702,Alagoinhas,4050,1,2900702040501,COMUNIDADE QUILOMBOLA,MIGUEL VELHO,,,,,,-12.1433134166,-38.4467660543,,,,,,,,,,
29,BAHIA,BA,2925600,Presidente Dutra,4051,1,2925600040511,COMUNIDADE QUILOMBOLA,MILHO VERDE,,,,,,-11.2142650138,-42.0276823172,,,,,,,,,,
29,BAHIA,BA,2907608,Central,4052,1,2907608040521,COMUNIDADE QUILOMBOLA,MILHO VERDE,21,COMUNIDADE QUILOMBOLA MILHO VERDE,,,01420.016746/2013-80,-11.2130558471,-42.0290438543,,,,,,,,,,
22,PIAUÍ,PI,2200509,Amarante,4053,1,2200509040531,COMUNIDADE QUILOMBOLA,MIMBÓ,,,418,MIMBÓ,,-6.4133826927767,-42.7990386230315,,,,,,,,,,
22,PIAUÍ,PI,2200509,Amarante,4053,2,2200509040532,COMUNIDADE QUILOMBOLA,MIMBÓ,1,COMUNIDADE QUILOMBOLA MIMBÓ,,,01420.000027/2002-94,-6.36100376379,-42.7789969433,,,,,,,,,,
21,MARANHÃO,MA,2111789,Serrano do Maranhão,4054,1,2111789040541,COMUNIDADE QUILOMBOLA,MIMOSO,,,,,,-1.85134112497,-45.1192483469,,,,,,,,,,
21,MARANHÃO,MA,2103000,Caxias,4055,1,2103000040551,COMUNIDADE QUILOMBOLA,MIMOSO,,,,,01420.102892/2018-31,-5.03447247937974,-43.5047507793166,,,,,,,,,,
17,TOCANTINS,TO,1702406,Arraias,4056,1,1702406040561,COMUNIDADE QUILOMBOLA,MIMOSO,,,,,01420.001226/2005-62,-12.9368491109,-46.9373059691,,,,,,,,,,
21,MARANHÃO,MA,2103307,Codó,4057,1,2103307040571,COMUNIDADE QUILOMBOLA,MINA DE GESSO,,,,,,-4.86395754164,-44.0551404586,,,,,,,,,,
29,BAHIA,BA,2911709,Guanambi,4058,1,2911709040581,COMUNIDADE QUILOMBOLA,MINADOR,,,,,,-14.3173834444,-42.9832009716,,,,,,,,,,
23,CEARÁ,CE,2309409,Novo Oriente,4059,1,2309409040591,COMUNIDADE QUILOMBOLA,MINADOR,22,COMUNIDADE QUILOMBOLA MINADOR,210,MINADOR,01420.002215/2009-23,-5.53566281933,-40.8947301011,,,,,,,,,,
26,PERNAMBUCO,PE,2600500,Águas Belas,4060,1,2600500040601,COMUNIDADE QUILOMBOLA,MINADOR/ANGICO 1,29,COMUNIDADE QUILOMBOLA MINADOR/ANGICO 1,,,,-8.99900735,-37.0224789504396,,,,,,,,,,
51,MATO GROSSO,MT,5106505,Poconé,4061,1,5106505040611,COMUNIDADE QUILOMBOLA,MINADOURO 2,,,,,01420.001767/2005-91,-16.0784070138,-56.5679355139,,,,,,,,,,
29,BAHIA,BA,2920700,Maraú,4062,1,2920700040621,COMUNIDADE QUILOMBOLA,MINÉRIO,,,,,01420.002955/2005-36,-14.139053111,-39.1420800831,,,,,,,,,,
31,MINAS GERAIS,MG,3155603,Rio Pardo de Minas,4063,1,3155603040631,COMUNIDADE QUILOMBOLA,MIRANDA,,,,,,-15.8915216665,-42.741392248,,,,,,,,,,
21,MARANHÃO,MA,2108603,Pinheiro,4064,1,2108603040641,COMUNIDADE QUILOMBOLA,MIRANDA,61,COMUNIDADE QUILOMBOLA MIRANDA,,,,-2.57813511108,-45.1104142227,,,,,,,,,,
21,MARANHÃO,MA,2109601,Rosário,4065,1,2109601040651,COMUNIDADE QUILOMBOLA,MIRANDA,,,,,01420.001027/2010-11,-2.92553433331,-44.2499034162,,,,,,,,,,
21,MARANHÃO,MA,2109601,Rosário,4066,1,2109601040661,COMUNIDADE QUILOMBOLA,MIRANDA DO ROSÁRIO,10,COMUNIDADE QUILOMBOLA MIRANDA,,,,-2.88718241652,-44.2092881255,,,,,,,,,,
21,MARANHÃO,MA,2110203,Santa Rita,4067,1,2110203040671,COMUNIDADE QUILOMBOLA,MIRANDA DO ROSÁRIO,2,COMUNIDADE QUILOMBOLA PEDREIRAS,,,,-3.19064137498,-44.3535726943,,,,,,,,,,
21,MARANHÃO,MA,2109205,Presidente Juscelino,4068,1,2109205040681,COMUNIDADE QUILOMBOLA,MIRINZAL,,,,,01420.001851/2015-86,-3.14143268053,-44.0317342081,,,,,,,,,,
21,MARANHÃO,MA,2101103,Axixá,4069,1,2101103040691,COMUNIDADE QUILOMBOLA,MIRINZAL DA JULITA,,,,,,-2.94430816664,-44.1347645977,,,,,,,,,,
21,MARANHÃO,MA,2110203,Santa Rita,4070,1,2110203040701,COMUNIDADE QUILOMBOLA,MIRITIBA,,,,,,-3.13231602776,-44.3019083196,,,,,,,,,,
22,PIAUÍ,PI,2203909,Floriano,4071,1,2203909040711,COMUNIDADE QUILOMBOLA,MIRORÓ,,,,,,-6.65912586108,-42.8762680833,,,,,,,,,,
29,BAHIA,BA,2912400,Ibipeba,4072,1,2912400040721,COMUNIDADE QUILOMBOLA,MIRORÓS,,,,,,-11.4402055416,-42.3159693892,,,,,,,,,,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,4073,1,3116100040731,COMUNIDADE QUILOMBOLA,MISERICORDIA,,,,,,-17.0903948192,-42.54195456,,,,,,,,,,
25,PARAÍBA,PB,2504603,Conde,4074,1,2504603040741,COMUNIDADE QUILOMBOLA,MITUACU,5,COMUNIDADE QUILOMBOLA MITUAÇU,,,01420.001192/2005-14,-7.23353629847,-34.8648051674,,,,,,,,,,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,4075,1,3116100040751,COMUNIDADE QUILOMBOLA,MOCA SANTA,19,COMUNIDADE QUILOMBOLA MOÇA SANTA,,,01420.001544/2006-12,-17.0110089751822,-42.6046418875,,,,,,,,,,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,4075,2,3116100040752,COMUNIDADE QUILOMBOLA,MOCA SANTA,,,,,01420.001544/2006-12,-17.0221759719,-42.6476067974,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,4076,1,2100204040761,COMUNIDADE QUILOMBOLA,MOCAGITUBA,,,,,01420.008225/2013-59, 01420.001033/2010-79,-2.55577683329,-44.6545144039,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,4077,1,2100204040771,COMUNIDADE QUILOMBOLA,MOCAGITUBA III,133,COMUNIDADE QUILOMBOLA MOCAGITUBA III,,,,-2.55416466663,-44.6434804587,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,4078,1,2100204040781,COMUNIDADE QUILOMBOLA,MOCAJITUBA I,,,,,,-2.54005705551,-44.6461322228,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,4079,1,2100204040791,COMUNIDADE QUILOMBOLA,MOCAJITUBA III,133,COMUNIDADE QUILOMBOLA MOCAGITUBA III,,,,-2.55200123608,-44.6435432089,,,,,,,,,,
15,PARÁ,PA,1501907,Bujaru,4080,1,1501907040801,COMUNIDADE QUILOMBOLA,MOCAJUBA,,,,,,-1.55663501387,-48.1055996668,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,4081,1,2100204040811,COMUNIDADE QUILOMBOLA,MOCAJUBAL,62,COMUNIDADE QUILOMBOLA MOCAJUBAL I,221,ALCANTARA,,-2.39461687499,-44.6117804583,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,4082,1,2100204040821,COMUNIDADE QUILOMBOLA,MOCAJUBAL II,84,COMUNIDADE QUILOMBOLA MOCAJUBAL II,221,ALCANTARA,,-2.29054029858359,-44.4934259515,,,,,,,,,,
31,MINAS GERAIS,MG,3135050,Jaíba,4083,1,3135050040831,COMUNIDADE QUILOMBOLA,MOCAMBO,,,,,,-15.0859442082,-44.010901473,,,,,,,,,,
29,BAHIA,BA,2916104,Itaparica,4084,1,2916104040841,COMUNIDADE QUILOMBOLA,MOCAMBO,,,,,,-12.9065850554,-38.672638516,,,,,,,,,,
15,PARÁ,PA,1505403,Ourém,4085,1,1505403040851,COMUNIDADE QUILOMBOLA,MOCAMBO,13,COMUNIDADE QUILOMBOLA MOCAMBO,10,MOCAMBO,,-1.55446728109353,-47.1437697394999,,,,,,,,,,
21,MARANHÃO,MA,2112803,Viana,4086,1,2112803040861,COMUNIDADE QUILOMBOLA,MOCAMBO,21,COMUNIDADE QUILOMBOLA MUCAMBO,80,MUCAMBO,,-3.03433769439,-45.1861165019,,,,,,,,,,
31,MINAS GERAIS,MG,3107307,Bocaiúva,4087,2,3107307040872,COMUNIDADE QUILOMBOLA,MOCAMBO,,,,,,-17.4875935555,-43.9022448056,,,,,,,,,,
29,BAHIA,BA,2928307,Santanópolis,4088,1,2928307040881,COMUNIDADE QUILOMBOLA,MOCAMBO,,,,,,-12.0235708055,-38.8646302222,,,,,,,,,,
32,ESPÍRITO SANTO,ES,3202405,Guarapari,4089,2,3202405040892,COMUNIDADE QUILOMBOLA,MOCAMBO,,,,,,-20.521314472,-40.4815825264,,,,,,,,,,
21,MARANHÃO,MA,2111409,São Luís Gonzaga do Maranhão,4090,1,2111409040901,COMUNIDADE QUILOMBOLA,MOCAMBO,,,,,,-4.37149279161,-44.5226408069,,,,,,,,,,
29,BAHIA,BA,2928307,Santanópolis,4088,2,2928307040882,COMUNIDADE QUILOMBOLA,MOCAMBO,,,,,,-12.0450682082,-38.8499286386,,,,,,,,,,
26,PERNAMBUCO,PE,2607505,Itaíba,4091,1,2607505040911,COMUNIDADE QUILOMBOLA,MOCAMBO,,,,,01420.004807/2016-17,-8.98823245824,-37.4862787495,,,,,,,,,,
22,PIAUÍ,PI,2208650,Queimada Nova,4092,1,2208650040921,COMUNIDADE QUILOMBOLA,MOCAMBO,3,COMUNIDADE QUILOMBOLA MOCAMBO,,,01420.100052/2019-15,-8.35165497215,-41.3888347651,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,4093,1,2105401040931,COMUNIDADE QUILOMBOLA,MOCAMBO,47,COMUNIDADE QUILOMBOLA MIRIM,460,MOCAMBO,01420.003448/2006-09,-3.40875769441,-44.0880998882,,,,,,,,,,
32,ESPÍRITO SANTO,ES,3202405,Guarapari,4089,1,3202405040891,COMUNIDADE QUILOMBOLA,MOCAMBO,,,,,01420.101936/2019-97,-20.5146445831,-40.5094888453,,,,,,,,,,
21,MARANHÃO,MA,2112803,Viana,4086,2,2112803040862,COMUNIDADE QUILOMBOLA,MOCAMBO,,,80,MUCAMBO,01420.005141/2012-82,-3.02489509718,-45.1990907512,,,,,,,,,,
28,SERGIPE,SE,2800209,Aquidabã,4094,1,2800209040941,COMUNIDADE QUILOMBOLA,MOCAMBO,6,COMUNIDADE QUILOMBOLA MOCAMBO,,,01420.003894/2013-34,-10.197181472,-37.1334771254,,,,,,,,,,
43,RIO GRANDE DO SUL,RS,4314902,Porto Alegre,4095,1,4314902040951,COMUNIDADE QUILOMBOLA,MOCAMBO,,,,,01420.102233/2019-86,-30.0373526623528,-51.2265354265307,,,,,,,,,,
31,MINAS GERAIS,MG,3107307,Bocaiúva,4087,1,3107307040871,COMUNIDADE QUILOMBOLA,MOCAMBO,19,COMUNIDADE QUILOMBOLA MOCAMBO,,,01420.006060/2015-42,-17.5245655145,-43.8314743081708,,,,,,,,,,
28,SERGIPE,SE,2805604,Porto da Folha,4096,1,2805604040961,COMUNIDADE QUILOMBOLA,MOCAMBO,4,COMUNIDADE QUILOMBOLA MOCAMBO,98,MOCAMBO,01420.000185/1998-60,-9.77944744432,-37.404427344,,,,,,,,,,
29,BAHIA,BA,2929909,Seabra,4097,1,2929909040971,COMUNIDADE QUILOMBOLA,MOCAMBO DA CACHOEIRA,24,COMUNIDADE QUILOMBOLA MOCAMBO DA CACHOEIRA,,,01420.001806/2005-50,-12.5565600275,-41.7201045334,,,,,,,,,,
29,BAHIA,BA,2929909,Seabra,4097,2,2929909040972,COMUNIDADE QUILOMBOLA,MOCAMBO DA CACHOEIRA,,,,,01420.001806/2005-50,-12.4078372777,-41.7586814722,,,,,,,,,,
29,BAHIA,BA,2927002,Rio Real,4098,1,2927002040981,COMUNIDADE QUILOMBOLA,MOCAMBO DO RIO AZUL,,,,,01420.000122/2010-06,-11.634272,-37.85099,,,,,,,,,,
26,PERNAMBUCO,PE,2607505,Itaíba,4099,1,2607505040991,COMUNIDADE QUILOMBOLA,MOCAMBO/CACIMBA DE NEGROS,15,COMUNIDADE QUILOMBOLA MOCAMBO/CACIMBA DE NEGROS,,,,-8.97633435,-37.4716603485719,,,,,,,,,,
29,BAHIA,BA,2924306,Piatã,4100,1,2924306041001,COMUNIDADE QUILOMBOLA,MOCÓ,,,,,,-13.1687542359,-41.6906189412,,,,,,,,,,
29,BAHIA,BA,2928307,Santanópolis,4101,1,2928307041011,COMUNIDADE QUILOMBOLA,MOCÓ,,,,,,-12.0939940554,-38.8392263999,,,,,,,,,,
27,ALAGOAS,AL,2702553,Estrela de Alagoas,4102,1,2702553041021,COMUNIDADE QUILOMBOLA,MOCÓ,,,,,,-9.28038094437,-36.7686236953,,,,,,,,,,
31,MINAS GERAIS,MG,3126505,Francisco Badaró,4103,1,3126505041031,COMUNIDADE QUILOMBOLA,MOCÓ,11,COMUNIDADE QUILOMBOLA MOCÓ,,,01420.002147/2012-06,-17.0584316665,-42.3774371786,,,,,,,,,,
26,PERNAMBUCO,PE,2605103,Custódia,4104,1,2605103041041,COMUNIDADE QUILOMBOLA,MOCÓ,,,,,01420.000480/2007-13,-8.04195636099,-37.7100096906,,,,,,,,,,
27,ALAGOAS,AL,2707206,Poço das Trincheiras,4105,2,2707206041052,COMUNIDADE QUILOMBOLA,MOCÓ,2,COMUNIDADE QUILOMBOLA JACU 3,,,01420.001244/2004-63,-9.33855160331837,-37.4823227360975,,,,,,,,,,
27,ALAGOAS,AL,2707206,Poço das Trincheiras,4105,1,2707206041051,COMUNIDADE QUILOMBOLA,MOCÓ,8,COMUNIDADE QUILOMBOLA MOCO,,,01420.001244/2004-63,-9.33909098602,-37.4457881791,,,,,,,,,,
31,MINAS GERAIS,MG,3106507,Berilo,4106,2,3106507041062,COMUNIDADE QUILOMBOLA,MOCÓ DOS PRETOS,,,,,01420.001723/2006-41,-16.9517713888,-42.4633256815,,,,,,,,,,
31,MINAS GERAIS,MG,3106507,Berilo,4106,1,3106507041061,COMUNIDADE QUILOMBOLA,MOCÓ DOS PRETOS,18,COMUNIDADE QUILOMBOLA MOCÓ DOS PRETOS,,,01420.001723/2006-41,-16.9847728498296,-42.4376629025,,,,,,,,,,
29,BAHIA,BA,2903003,Barra do Mendes,4107,1,2903003041071,COMUNIDADE QUILOMBOLA,MOCOBEU,,,,,,-11.8023891249,-42.0571842788,,,,,,,,,,
29,BAHIA,BA,2912400,Ibipeba,4108,1,2912400041081,COMUNIDADE QUILOMBOLA,MOCOBEU,11,COMUNIDADE QUILOMBOLA MOCOBEU,,,01420.103024/2018-79,-11.7052410276,-42.0226571091,,,,,,,,,,
21,MARANHÃO,MA,2112803,Viana,4109,1,2112803041091,COMUNIDADE QUILOMBOLA,MOÇOROCA,,,,,,-3.22060636109,-45.0030544306,,,,,,,,,,
21,MARANHÃO,MA,2102507,Cajari,4110,1,2102507041101,COMUNIDADE QUILOMBOLA,MOÇOROCA,,,,,,-3.2709489722,-45.0647064724,,,,,,,,,,
21,MARANHÃO,MA,2103307,Codó,4111,1,2103307041111,COMUNIDADE QUILOMBOLA,MOCORONGO,31,COMUNIDADE QUILOMBOLA MOCORONGO,66,MOCORONGO,,-4.83596765273,-44.0885751665,,,,,,,,,,
42,SANTA CATARINA,SC,4205407,Florianópolis,4112,1,4205407041121,COMUNIDADE QUILOMBOLA,MOCOTÓ,,,,,,-27.6062378331,-48.5442823701,,,,,,,,,,
21,MARANHÃO,MA,2105104,Icatu,4113,1,2105104041131,COMUNIDADE QUILOMBOLA,MOINHO,,,,,,-2.73998309717,-44.0048433733,,,,,,,,,,
31,MINAS GERAIS,MG,3128006,Guanhães,4114,1,3128006041141,COMUNIDADE QUILOMBOLA,MOINHO VELHO,,,,,,-18.7654375277,-42.9385955425,,,,,,,,,,
31,MINAS GERAIS,MG,3166105,Senhora do Porto,4115,1,3166105041151,COMUNIDADE QUILOMBOLA,MOINHO VELHO,12,COMUNIDADE QUILOMBOLA MOINHO VELHO,,,01420.016351/2013-87,-18.899853833,-43.02655559,,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,4116,1,1502103041161,COMUNIDADE QUILOMBOLA,MOIRABA, SÃO BENEDITO,20,COMUNIDADE QUILOMBOLA SÃO BENEDITO,,,,-2.43527911107,-49.438571874,,,,,,,,,
22,PIAUÍ,PI,2210607,São Raimundo Nonato,4117,1,2210607041171,COMUNIDADE QUILOMBOLA,MOISÉS,,,231,LAGOAS,,-9.2824192916,-42.7706738485,,,,,,,,,,
22,PIAUÍ,PI,2211357,Várzea Branca,4118,1,2211357041181,COMUNIDADE QUILOMBOLA,MOISÉS,17,COMUNIDADE QUILOMBOLA MOISES II,231,LAGOAS,,-9.29172581935,-42.7700202637,,,,,,,,,,
22,PIAUÍ,PI,2211357,Várzea Branca,4118,2,2211357041182,COMUNIDADE QUILOMBOLA,MOISÉS,14,COMUNIDADE QUILOMBOLA MOISÉS,231,LAGOAS,,-9.28884872497752,-42.7678883125,,,,,,,,,,
29,BAHIA,BA,2917904,Jandaíra,4119,1,2917904041191,COMUNIDADE QUILOMBOLA,MOITA,,,,,,-11.5477731388,-37.6133325292,,,,,,,,,,
24,RIO GRANDE DO NORTE,RN,2403251,Parnamirim,4120,1,2403251041201,COMUNIDADE QUILOMBOLA,MOITA VERDE,,,,,01420.000752/2006-96,-5.90004419424,-35.2701206376,,,,,,,,,,
29,BAHIA,BA,2902807,Barra da Estiva,4121,1,2902807041211,COMUNIDADE QUILOMBOLA,MOITINHA,7,COMUNIDADE QUILOMBOLA MOITINHA,,,01420.002383/2008-38,-13.6139709721,-41.2112848508,,,,,,,,,,
21,MARANHÃO,MA,2109601,Rosário,4122,1,2109601041221,COMUNIDADE QUILOMBOLA,MOJO,,,470,BOA VISTA,01420.101728/2020-21,-2.88750842541741,-44.258295643229,,,,,,,,,,
15,PARÁ,PA,1504703,Moju,4123,1,1504703041231,COMUNIDADE QUILOMBOLA,MOJU-MIRI,31,COMUNIDADE QUILOMBOLA MOJU-MIRI,25,MOJU-MIRI,01420.000717/2013-04,-1.75605136107,-48.5802752503,,,,,,,,,,
15,PARÁ,PA,1504604,Mocajuba,4124,1,1504604041241,COMUNIDADE QUILOMBOLA,MOJUTERA,,,13,IGARAPÉ PRETO, BAIXINHA, PANPELÔNIA, TEÓFILO,,-2.66078723609,-49.6879298478,,,,,,,
15,PARÁ,PA,1502103,Cametá,4125,1,1502103041251,COMUNIDADE QUILOMBOLA,MOLA,22,COMUNIDADE QUILOMBOLA TERRA DA LIBERDADE,307,TOMAZIA, TACHIZAL, ITAPOCU, MOLA, BONFIM, FRADE,01420.100481/2017-21,-2.44603904165,-49.5697199724,,,,,
15,PARÁ,PA,1502103,Cametá,4125,2,1502103041252,COMUNIDADE QUILOMBOLA,MOLA,19,COMUNIDADE QUILOMBOLA MOLA,307,TOMAZIA, TACHIZAL, ITAPOCU, MOLA, BONFIM, FRADE,01420.100481/2017-21,-2.44464991418676,-49.5655983014999,,,,,
29,BAHIA,BA,2923308,Ouriçangas,4126,1,2923308041261,COMUNIDADE QUILOMBOLA,MOMBAÇA,,,,,01420.003172/2013-80,-12.0795572222,-38.5983816667,,,,,,,,,,
21,MARANHÃO,MA,2104909,Guimarães,4127,1,2104909041271,COMUNIDADE QUILOMBOLA,MONDEGO,,,,,,-2.12949351387,-44.599855069,,,,,,,,,,
21,MARANHÃO,MA,2106805,Mirinzal,4128,1,2106805041281,COMUNIDADE QUILOMBOLA,MONDEGO,,,,,01420.007459/2013-89,-2.09179266661,-44.7508506818,,,,,,,,,,
15,PARÁ,PA,1505106,Óbidos,4129,2,1505106041292,COMUNIDADE QUILOMBOLA,MONDONGO,,,,,01420.000332/2007-91,-1.89142033326,-55.5218744708,,,,,,,,,,
15,PARÁ,PA,1505106,Óbidos,4129,1,1505106041291,COMUNIDADE QUILOMBOLA,MONDONGO,20,COMUNIDADE QUILOMBOLA MONDONGO,,,01420.000332/2007-91,-2.02610932834961,-55.6001654304999,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,4130,1,2105401041301,COMUNIDADE QUILOMBOLA,MONGE BELO,43,COMUNIDADE QUILOMBOLA MONGE BELO,203,MONGE BELO,,-3.23224988882,-44.4370732751,,,,,,,,,,
21,MARANHÃO,MA,2110203,Santa Rita,4131,1,2110203041311,COMUNIDADE QUILOMBOLA,MONGE BELO,,,,,,-3.14556183332,-44.3316683611,,,,,,,,,,
21,MARANHÃO,MA,2100709,Anajatuba,4132,1,2100709041321,COMUNIDADE QUILOMBOLA,MONGE BELO,18,COMUNIDADE QUILOMBOLA MONGE BELO,203,MONGE BELO,,-3.23131283449996,-44.4463753664529,,,,,,,,,,
51,MATO GROSSO,MT,5102504,Cáceres,4133,1,5102504041331,COMUNIDADE QUILOMBOLA,MONJOLO,,,,,01420.001773/2005-48,-15.8019047638,-57.113964819,,,,,,,,,,
43,RIO GRANDE DO SUL,RS,4318804,São Lourenço do Sul,4134,1,4318804041341,COMUNIDADE QUILOMBOLA,MONJOLO,,,,,01420.002161/2009-04,-31.1937694858,-52.3504116217,,,,,,,,,,
31,MINAS GERAIS,MG,3156809,Sabinópolis,4135,1,3156809041351,COMUNIDADE QUILOMBOLA,MONSENHOR AMANTINO,,,,,,-18.6593705692,-43.0729471394,,,,,,,,,,
21,MARANHÃO,MA,2103307,Codó,4136,1,2103307041361,COMUNIDADE QUILOMBOLA,MONTABARRI,35,COMUNIDADE QUILOMBOLA MONTABARRI,,,01420.004644/2014-01,-4.28056286106,-43.48509736,,,,,,,,,,
21,MARANHÃO,MA,2111706,São Vicente Ferrer,4137,1,2111706041371,COMUNIDADE QUILOMBOLA,MONTE AIRES,,,,,,-2.88149981942,-44.9674340839,,,,,,,,,,
21,MARANHÃO,MA,2101905,Bequimão,4138,2,2101905041382,COMUNIDADE QUILOMBOLA,MONTE ALEGRE,,,,,,-2.48192652771,-44.8588131803,,,,,,,,,,
